MIRNA	HOST	HOST_EXPR	HOST_TC	TARGET	TAR_EXPR	TAR_TC	DELTAG
hsa-miR-16-5p	SMC4	1.0	27	PDHX	4.0	8	-15.08
hsa-miR-16-5p	SMC4	1.0	27	AP2M1	20.0	22	-16.7
hsa-miR-16-5p	SMC4	1.0	27	TRIM4	6.0	5	-20.92
hsa-miR-16-5p	SMC4	1.0	27	SCAMP4	7.0	13	-15.43
hsa-miR-16-5p	SMC4	1.0	27	ARPC5L	5.0	3	-16.87
hsa-miR-16-5p	SMC4	1.0	27	VCL	12.0	8	-18.08
hsa-miR-16-5p	SMC4	1.0	27	PELO	2.0	2	-15.08
hsa-miR-16-5p	SMC4	1.0	27	TTC17	9.0	15	-14.09
hsa-miR-16-5p	SMC4	1.0	27	DHX30	7.0	15	-18.73
hsa-miR-16-5p	SMC4	1.0	27	RPL6	116.0	13	-15.8
hsa-miR-16-5p	SMC4	1.0	27	DLC1	2.0	18	-18.18
hsa-miR-16-5p	SMC4	1.0	27	MAP4K2	3.0	13	-21.05
hsa-miR-16-5p	SMC4	1.0	27	YRDC	5.0	1	-13.62
hsa-miR-16-5p	SMC4	1.0	27	OTUB1	7.0	12	-15.38
hsa-miR-16-5p	SMC4	1.0	27	CPNE1	16.0	29	-13.3
hsa-miR-16-5p	SMC4	1.0	27	EDC3	3.0	18	-12.67
hsa-miR-16-5p	SMC4	1.0	27	PRKAR2A	4.0	7	-17.0
hsa-miR-16-5p	SMC4	1.0	27	SLC4A2	12.0	20	-16.79
hsa-miR-16-5p	SMC4	1.0	27	HSPA8	208.0	24	-19.26
hsa-miR-16-5p	SMC4	1.0	27	SLC38A1	6.0	11	-13.6
hsa-miR-16-5p	SMC4	1.0	27	RICTOR	2.0	10	-13.7
hsa-miR-16-5p	SMC4	1.0	27	NAA15	2.0	8	-11.78
hsa-miR-16-5p	SMC4	1.0	27	SETD1B	5.0	4	-12.86
hsa-miR-16-5p	SMC4	1.0	27	CAAP1	4.0	6	-12.97
hsa-miR-16-5p	SMC4	1.0	27	LYPLA2	14.0	10	-13.79
hsa-miR-16-5p	SMC4	1.0	27	APP	38.0	17	-12.53
hsa-miR-16-5p	SMC4	1.0	27	ZNF704	5.0	6	-19.68
hsa-miR-16-5p	SMC4	1.0	27	SMAD5	3.0	12	-14.46
hsa-miR-16-5p	SMC4	1.0	27	UBE2Q1	13.0	7	-16.49
hsa-miR-16-5p	SMC4	1.0	27	XPO7	6.0	9	-15.24
hsa-miR-16-5p	SMC4	1.0	27	MTMR3	5.0	12	-17.63
hsa-miR-16-5p	SMC4	1.0	27	MKX	0.0	4	-11.79
hsa-miR-16-5p	SMC4	1.0	27	CMTM4	7.0	5	-14.94
hsa-miR-16-5p	SMC4	1.0	27	SMURF1	6.0	4	-17.18
hsa-miR-16-5p	SMC4	1.0	27	CECR5	5.0	7	-15.92
hsa-miR-16-5p	SMC4	1.0	27	TAF13	5.0	2	-12.13
hsa-miR-16-5p	SMC4	1.0	27	NUDT3	1.0	1	-14.11
hsa-miR-16-5p	SMC4	1.0	27	CYP26B1	0.2	5	-20.55
hsa-miR-16-5p	SMC4	1.0	27	CCDC83	0.0	4	-17.42
hsa-miR-16-5p	SMC4	1.0	27	GTF3C2	7.0	14	-16.21
hsa-miR-16-5p	SMC4	1.0	27	THAP7	6.0	8	-14.14
hsa-miR-16-5p	SMC4	1.0	27	GSG1	0.8	9	-15.13
hsa-miR-16-5p	SMC4	1.0	27	SPTBN2	5.0	11	-15.3
hsa-miR-16-5p	SMC4	1.0	27	MYO19	3.0	27	-20.72
hsa-miR-16-5p	SMC4	1.0	27	GOLGA5	9.0	3	-13.6
hsa-miR-16-5p	SMC4	1.0	27	RBMS1	2.0	15	-13.29
hsa-miR-16-5p	SMC4	1.0	27	RECK	0.8	3	-14.51
hsa-miR-16-5p	SMC4	1.0	27	NAMPT	6.0	13	-16.16
hsa-miR-16-5p	SMC4	1.0	27	TNK1	3.0	8	-15.59
hsa-miR-16-5p	SMC4	1.0	27	DDX6	5.0	8	-15.45
hsa-miR-16-5p	SMC4	1.0	27	CASK	2.0	13	-17.89
hsa-miR-16-5p	SMC4	1.0	27	KPNA2	3.0	7	-12.79
hsa-miR-16-5p	SMC4	1.0	27	EIF4B	63.0	14	-16.61
hsa-miR-16-5p	SMC4	1.0	27	CEP63	2.0	16	-12.74
hsa-miR-16-5p	SMC4	1.0	27	HNRNPA1L2	3.0	1	-11.78
hsa-miR-16-5p	SMC4	1.0	27	NXPH2	0.0	1	-12.32
hsa-miR-16-5p	SMC4	1.0	27	ANPEP	224.0	9	-11.31
hsa-miR-16-5p	SMC4	1.0	27	GANAB	42.0	16	-13.9
hsa-miR-16-5p	SMC4	1.0	27	ODF2L	2.0	22	-13.01
hsa-miR-16-5p	SMC4	1.0	27	NLE1	5.0	7	-16.34
hsa-miR-16-5p	SMC4	1.0	27	CDC14B	2.0	13	-20.3
hsa-miR-16-5p	SMC4	1.0	27	PLK1	0.5	9	-17.12
hsa-miR-16-5p	SMC4	1.0	27	FAM73A	1.0	4	-15.9
hsa-miR-16-5p	SMC4	1.0	27	SOWAHC	1.0	1	-17.33
hsa-miR-16-5p	SMC4	1.0	27	POFUT1	5.0	5	-17.57
hsa-miR-16-5p	SMC4	1.0	27	GSK3B	3.0	4	-14.96
hsa-miR-16-5p	SMC4	1.0	27	ZNF91	1.0	12	-13.82
hsa-miR-16-5p	SMC4	1.0	27	MMS19	8.0	19	-19.58
hsa-miR-16-5p	SMC4	1.0	27	KLF14	0.2	1	-13.67
hsa-miR-16-5p	SMC4	1.0	27	EMC6	4.0	2	-10.93
hsa-miR-16-5p	SMC4	1.0	27	KLC2	4.0	14	-17.01
hsa-miR-16-5p	SMC4	1.0	27	MSL1	12.0	11	-13.34
hsa-miR-16-5p	SMC4	1.0	27	UGT8	2.0	3	-14.98
hsa-miR-16-5p	SMC4	1.0	27	FZD6	5.0	7	-12.05
hsa-miR-16-5p	SMC4	1.0	27	TSR1	5.0	5	-16.94
hsa-miR-16-5p	SMC4	1.0	27	PA2G4	16.0	7	-13.53
hsa-miR-16-5p	SMC4	1.0	27	ALDH2	19.0	5	-19.72
hsa-miR-16-5p	SMC4	1.0	27	UFC1	29.0	6	-11.61
hsa-miR-16-5p	SMC4	1.0	27	SLC25A12	1.0	10	-17.08
hsa-miR-16-5p	SMC4	1.0	27	NAT8L	1.0	2	-21.49
hsa-miR-16-5p	SMC4	1.0	27	UGT2B4	0.0	6	-11.66
hsa-miR-16-5p	SMC4	1.0	27	CDC20	0.2	4	-10.75
hsa-miR-16-5p	SMC4	1.0	27	GTPBP4	3.0	5	-13.11
hsa-miR-16-5p	SMC4	1.0	27	ACTG1	558.0	16	-15.86
hsa-miR-16-5p	SMC4	1.0	27	SUPT5H	13.0	20	-13.77
hsa-miR-16-5p	SMC4	1.0	27	SEPT2	35.0		-14.68
hsa-miR-16-5p	SMC4	1.0	27	MSH2	2.0	11	-15.95
hsa-miR-16-5p	SMC4	1.0	27	MYO5B	2.0	8	-17.77
hsa-miR-16-5p	SMC4	1.0	27	CIRH1A	4.0	16	-15.84
hsa-miR-16-5p	SMC4	1.0	27	SLC25A22	21.0	31	-14.56
hsa-miR-16-5p	SMC4	1.0	27	CREG1	21.0	2	-17.67
hsa-miR-16-5p	SMC4	1.0	27	RPH3AL	8.0	23	-12.94
hsa-miR-16-5p	SMC4	1.0	27	WNT4	0.6	3	-17.48
hsa-miR-16-5p	SMC4	1.0	27	GALNT3	6.0	9	-12.21
hsa-miR-16-5p	SMC4	1.0	27	N4BP1	3.0	6	-18.53
hsa-miR-16-5p	SMC4	1.0	27	PSME4	4.0	9	-14.23
hsa-miR-16-5p	SMC4	1.0	27	SGK3	2.0	14	-18.7
hsa-miR-16-5p	SMC4	1.0	27	SYNRG	2.0	16	-16.26
hsa-miR-16-5p	SMC4	1.0	27	TADA2B	7.0	5	-16.03
hsa-miR-16-5p	SMC4	1.0	27	BFAR	10.0	12	-17.82
hsa-miR-16-5p	SMC4	1.0	27	MOV10	7.0	17	-16.22
hsa-miR-16-5p	SMC4	1.0	27	SERPINE2	0.7	10	-13.48
hsa-miR-16-5p	SMC4	1.0	27	SLC35A4	11.0	4	-21.32
hsa-miR-16-5p	SMC4	1.0	27	CNP	5.0	12	-12.78
hsa-miR-16-5p	SMC4	1.0	27	ZNRF3	1.0	3	-21.78
hsa-miR-16-5p	SMC4	1.0	27	MYO5A	1.0	13	-15.51
hsa-miR-16-5p	SMC4	1.0	27	RPS2	474.0	17	-12.05
hsa-miR-16-5p	SMC4	1.0	27	RPLP1	177.0	5	-16.34
hsa-miR-16-5p	SMC4	1.0	27	COMT	7.0	11	-20.09
hsa-miR-16-5p	SMC4	1.0	27	TLK1	3.0	12	-13.91
hsa-miR-16-5p	SMC4	1.0	27	OSCAR	0.4	5	-15.76
hsa-miR-16-5p	SMC4	1.0	27	LIG4	3.0	5	-15.12
hsa-miR-16-5p	SMC4	1.0	27	FAM69A	1.0	5	-13.69
hsa-miR-16-5p	SMC4	1.0	27	MDN1	3.0	5	-21.64
hsa-miR-16-5p	SMC4	1.0	27	LY6K	0.0	5	-16.79
hsa-miR-16-5p	SMC4	1.0	27	MRPL1	4.0	6	-16.15
hsa-miR-16-5p	SMC4	1.0	27	TBPL1	1.0	8	-12.23
hsa-miR-16-5p	SMC4	1.0	27	TMEM189	4.0	5	-19.36
hsa-miR-16-5p	SMC4	1.0	27	RAB15	4.0	6	-14.8
hsa-miR-16-5p	SMC4	1.0	27	TMEM245	6.0	5	-17.26
hsa-miR-16-5p	SMC4	1.0	27	PIP4K2B	7.0	4	-12.61
hsa-miR-16-5p	SMC4	1.0	27	ACTB	193.0	13	-17.31
hsa-miR-16-5p	SMC4	1.0	27	DPP8	2.0	16	-14.79
hsa-miR-16-5p	SMC4	1.0	27	TTLL5	0.9	22	-17.05
hsa-miR-16-5p	SMC4	1.0	27	ELP3	3.0	19	-15.35
hsa-miR-16-5p	SMC4	1.0	27	OSBPL3	1.0	14	-18.12
hsa-miR-16-5p	SMC4	1.0	27	ITGA2	0.6	6	-16.3
hsa-miR-16-5p	SMC4	1.0	27	BSPRY	21.0	2	-14.55
hsa-miR-16-5p	SMC4	1.0	27	BAG6	22.0	33	-18.74
hsa-miR-16-5p	SMC4	1.0	27	SP1	7.0	4	-13.52
hsa-miR-16-5p	SMC4	1.0	27	SNX6	6.0	10	-14.42
hsa-miR-16-5p	SMC4	1.0	27	GRB2	10.0	11	-17.91
hsa-miR-16-5p	SMC4	1.0	27	EPHA2	4.0	4	-13.94
hsa-miR-16-5p	SMC4	1.0	27	ACBD5	3.0	8	-16.34
hsa-miR-16-5p	SMC4	1.0	27	PUM1	7.0	23	-17.37
hsa-miR-16-5p	SMC4	1.0	27	DAP3	11.0	26	-15.44
hsa-miR-16-5p	SMC4	1.0	27	CDC37	29.0	10	-12.73
hsa-miR-16-5p	SMC4	1.0	27	TIMM10B	0.0	5	-19.64
hsa-miR-16-5p	SMC4	1.0	27	TMCC1	2.0	14	-20.37
hsa-miR-16-5p	SMC4	1.0	27	PRKAB2	9.0	3	-16.18
hsa-miR-16-5p	SMC4	1.0	27	PRKAA1	8.0	9	-11.76
hsa-miR-16-5p	SMC4	1.0	27	GPR27	1.0	1	-19.06
hsa-miR-16-5p	SMC4	1.0	27	SLC19A1	1.0	12	-19.73
hsa-miR-16-5p	SMC4	1.0	27	CAPRIN1	11.0	18	-16.5
hsa-miR-16-5p	SMC4	1.0	27	HELZ	2.0	12	-18.68
hsa-miR-16-5p	SMC4	1.0	27	IKZF4	1.0	13	-14.54
hsa-miR-16-5p	SMC4	1.0	27	ABCF2	5.0	6	-13.87
hsa-miR-16-5p	SMC4	1.0	27	LRPPRC	8.0	9	-14.71
hsa-miR-16-5p	SMC4	1.0	27	UNG	5.0	5	-15.37
hsa-miR-16-5p	SMC4	1.0	27	ABCF1	11.0	7	-14.86
hsa-miR-16-5p	SMC4	1.0	27	CACUL1	2.0	7	-15.1
hsa-miR-16-5p	SMC4	1.0	27	HOXA3	0.2	7	-14.34
hsa-miR-16-5p	SMC4	1.0	27	CPEB3	1.0	3	-17.18
hsa-miR-16-5p	SMC4	1.0	27	HDGF	23.0	10	-14.38
hsa-miR-16-5p	SMC4	1.0	27	YIF1B	4.0	16	-14.91
hsa-miR-16-5p	SMC4	1.0	27	TPT1	271.0	14	-13.85
hsa-miR-16-5p	SMC4	1.0	27	NRP1	4.0	14	-13.55
hsa-miR-16-5p	SMC4	1.0	27	EIF3H	16.0	12	-17.66
hsa-miR-16-5p	SMC4	1.0	27	KIF1B	3.0	12	-19.68
hsa-miR-16-5p	SMC4	1.0	27	PHEX	0.0	2	-13.71
hsa-miR-16-5p	SMC4	1.0	27	DECR1	8.0	19	-12.61
hsa-miR-16-5p	SMC4	1.0	27	SMDT1	19.0	4	-14.34
hsa-miR-16-5p	SMC4	1.0	27	ATG9A	6.0	22	-19.12
hsa-miR-16-5p	SMC4	1.0	27	TRIM32	2.0	3	-13.2
hsa-miR-16-5p	SMC4	1.0	27	CTDSPL	4.0	8	-12.92
hsa-miR-16-5p	SMC4	1.0	27	CNNM2	0.7	4	-18.1
hsa-miR-16-5p	SMC4	1.0	27	LMAN2L	5.0	9	-16.21
hsa-miR-16-5p	SMC4	1.0	27	TBP	5.0	7	-20.54
hsa-miR-16-5p	SMC4	1.0	27	VASN	4.0	1	-19.06
hsa-miR-16-5p	SMC4	1.0	27	SEC61A1	111.0	7	-20.61
hsa-miR-16-5p	SMC4	1.0	27	PGD	9.0	10	-15.82
hsa-miR-16-5p	SMC4	1.0	27	PLD3	19.0	25	-14.4
hsa-miR-16-5p	SMC4	1.0	27	NSUN2	7.0	9	-19.96
hsa-miR-16-5p	SMC4	1.0	27	ZMAT3	2.0	3	-14.36
hsa-miR-16-5p	SMC4	1.0	27	PNISR	14.0	10	-14.49
hsa-miR-16-5p	SMC4	1.0	27	GTF3C4	2.0	2	-11.63
hsa-miR-16-5p	SMC4	1.0	27	XYLT1	0.9	4	-20.05
hsa-miR-16-5p	SMC4	1.0	27	POLDIP3	15.0	9	-15.07
hsa-miR-16-5p	SMC4	1.0	27	BTN3A3	1.0	15	-17.1
hsa-miR-16-5p	SMC4	1.0	27	B3GNT2	7.0	2	-20.8
hsa-miR-16-5p	SMC4	1.0	27	TKTL1	0.0	8	-16.78
hsa-miR-16-5p	SMC4	1.0	27	TRMT10C	4.0	2	-13.22
hsa-miR-16-5p	SMC4	1.0	27	GSTT2B	3.0	1	-17.32
hsa-miR-16-5p	SMC4	1.0	27	TFPI	2.0	13	-13.59
hsa-miR-16-5p	SMC4	1.0	27	XPO4	2.0	4	-13.57
hsa-miR-16-5p	SMC4	1.0	27	PMS1	3.0	21	-13.69
hsa-miR-16-5p	SMC4	1.0	27	CAMSAP3	10.0	4	-17.14
hsa-miR-16-5p	SMC4	1.0	27	PAFAH1B2	5.0	8	-15.54
hsa-miR-16-5p	SMC4	1.0	27	POU2AF1	0.2	12	-12.18
hsa-miR-16-5p	SMC4	1.0	27	ARMC12	0.7	4	-12.37
hsa-miR-16-5p	SMC4	1.0	27	PNPLA6	5.0	24	-14.69
hsa-miR-16-5p	SMC4	1.0	27	EIF3C	2.0	14	-15.26
hsa-miR-16-5p	SMC4	1.0	27	SNRPB2	5.0	3	-14.41
hsa-miR-16-5p	SMC4	1.0	27	WT1	0.0	9	-15.55
hsa-miR-16-5p	SMC4	1.0	27	ASH1L	4.0	7	-17.26
hsa-miR-16-5p	SMC4	1.0	27	SLC3A2	15.0	23	-16.45
hsa-miR-16-5p	SMC4	1.0	27	TLE4	1.0	28	-18.82
hsa-miR-16-5p	SMC4	1.0	27	SRPR	79.0	7	-20.76
hsa-miR-16-5p	SMC4	1.0	27	NISCH	13.0	14	-22.64
hsa-miR-16-5p	SMC4	1.0	27	AGRN	13.0	10	-19.84
hsa-miR-16-5p	SMC4	1.0	27	GTF2H1	3.0	16	-11.98
hsa-miR-16-5p	SMC4	1.0	27	PPIG	5.0	11	-11.88
hsa-miR-16-5p	SMC4	1.0	27	DSCR3	4.0	13	-17.75
hsa-miR-16-5p	SMC4	1.0	27	GNB2	37.0	13	-15.23
hsa-miR-16-5p	SMC4	1.0	27	USP8	2.0	19	-14.76
hsa-miR-16-5p	SMC4	1.0	27	BMS1	4.0	1	-19.37
hsa-miR-16-5p	SMC4	1.0	27	OGT	47.0	11	-16.77
hsa-miR-16-5p	SMC4	1.0	27	NOC4L	6.0	4	-16.84
hsa-miR-16-5p	SMC4	1.0	27	ATP6V0E1	38.0	4	-13.46
hsa-miR-16-5p	SMC4	1.0	27	LUZP1	1.0	5	-19.43
hsa-miR-16-5p	SMC4	1.0	27	TMEM135	1.0	9	-16.22
hsa-miR-16-5p	SMC4	1.0	27	KANK1	4.0	10	-17.4
hsa-miR-16-5p	SMC4	1.0	27	SUCLA2	5.0	9	-14.86
hsa-miR-16-5p	SMC4	1.0	27	ZBTB5	4.0	1	-20.09
hsa-miR-16-5p	SMC4	1.0	27	EIF2B2	3.0	7	-15.26
hsa-miR-16-5p	SMC4	1.0	27	UBE3C	5.0	9	-16.57
hsa-miR-16-5p	SMC4	1.0	27	MRPL40	8.0	3	-14.26
hsa-miR-16-5p	SMC4	1.0	27	PRNP	9.0	4	-12.75
hsa-miR-16-5p	SMC4	1.0	27	PDLIM5	4.0	23	-19.56
hsa-miR-16-5p	SMC4	1.0	27	TBRG4	5.0	17	-22.09
hsa-miR-16-5p	SMC4	1.0	27	ADAD2	0.1	9	-15.93
hsa-miR-16-5p	SMC4	1.0	27	GNL3L	2.0	3	-13.01
hsa-miR-16-5p	SMC4	1.0	27	SRPRB	26.0	5	-23.84
hsa-miR-16-5p	SMC4	1.0	27	SLC39A10	2.0	9	-13.5
hsa-miR-16-5p	SMC4	1.0	27	TMTC3	1.0	4	-11.94
hsa-miR-16-5p	SMC4	1.0	27	DIEXF	1.0	2	-17.67
hsa-miR-16-5p	SMC4	1.0	27	KCNN4	0.2	9	-18.18
hsa-miR-16-5p	SMC4	1.0	27	ABCC6	3.0	7	-18.82
hsa-miR-16-5p	SMC4	1.0	27	PTPRD	0.4	14	-17.73
hsa-miR-16-5p	SMC4	1.0	27	KLHDC10	6.0	4	-15.63
hsa-miR-16-5p	SMC4	1.0	27	PISD	6.0	17	-15.62
hsa-miR-16-5p	SMC4	1.0	27	RPLP0	422.0	27	-19.69
hsa-miR-16-5p	SMC4	1.0	27	EML4	7.0	8	-12.79
hsa-miR-16-5p	SMC4	1.0	27	TM7SF3	21.0	19	-11.66
hsa-miR-16-5p	SMC4	1.0	27	DMPK	13.0	20	-19.52
hsa-miR-16-5p	SMC4	1.0	27	ACTR1A	13.0	6	-13.0
hsa-miR-16-5p	SMC4	1.0	27	FNTA	5.0	14	-19.8
hsa-miR-16-5p	SMC4	1.0	27	NOL4L	3.0	11	-21.53
hsa-miR-16-5p	SMC4	1.0	27	ACTR3B	1.0	5	-13.46
hsa-miR-16-5p	SMC4	1.0	27	PDE3B	2.0	5	-17.26
hsa-miR-16-5p	SMC4	1.0	27	ATXN7L3B	8.0	1	-16.31
hsa-miR-16-5p	SMC4	1.0	27	ERLIN2	5.0	11	-14.42
hsa-miR-16-5p	SMC4	1.0	27	SPATA5	0.5	2	-14.4
hsa-miR-16-5p	SMC4	1.0	27	CFL2	2.0	6	-13.49
hsa-miR-16-5p	SMC4	1.0	27	C17orf80	3.0	9	-15.52
hsa-miR-16-5p	SMC4	1.0	27	ARCN1	30.0	5	-14.55
hsa-miR-16-5p	SMC4	1.0	27	VPS4A	12.0	4	-16.93
hsa-miR-16-5p	SMC4	1.0	27	SUPT16H	7.0	8	-12.87
hsa-miR-16-5p	SMC4	1.0	27	RNMTL1	7.0	4	-13.57
hsa-miR-16-5p	SMC4	1.0	27	CENPJ	0.9	6	-20.56
hsa-miR-16-5p	SMC4	1.0	27	ZNF691	4.0	8	-12.97
hsa-miR-16-5p	SMC4	1.0	27	ACTN4	27.0	11	-14.2
hsa-miR-16-5p	SMC4	1.0	27	C2orf42	2.0	14	-16.54
hsa-miR-16-5p	SMC4	1.0	27	UBE2Z	8.0	8	-13.12
hsa-miR-16-5p	SMC4	1.0	27	GEMIN4	3.0	7	-20.52
hsa-miR-16-5p	SMC4	1.0	27	CDC42SE2	6.0	12	-15.04
hsa-miR-16-5p	SMC4	1.0	27	NPRL3	4.0	14	-15.82
hsa-miR-16-5p	SMC4	1.0	27	SZRD1	9.0	10	-12.05
hsa-miR-16-5p	SMC4	1.0	27	GPR55	0.0	5	-18.06
hsa-miR-16-5p	SMC4	1.0	27	IDS	5.0	4	-11.99
hsa-miR-16-5p	SMC4	1.0	27	RPL21	229.0	10	-11.74
hsa-miR-16-5p	SMC4	1.0	27	ECHDC1	4.0	23	-13.11
hsa-miR-16-5p	SMC4	1.0	27	ABCC1	4.0	7	-17.88
hsa-miR-16-5p	SMC4	1.0	27	GPR157	2.0	3	-21.67
hsa-miR-16-5p	SMC4	1.0	27	KIAA0895	2.0	13	-14.65
hsa-miR-16-5p	SMC4	1.0	27	RASSF5	3.0	8	-17.93
hsa-miR-16-5p	SMC4	1.0	27	MLLT6	15.0	11	-18.3
hsa-miR-16-5p	SMC4	1.0	27	MAP7	6.0	9	-16.01
hsa-miR-16-5p	SMC4	1.0	27	CDCA8	0.3	2	-11.92
hsa-miR-16-5p	SMC4	1.0	27	SLCO3A1	0.7	13	-15.39
hsa-miR-16-5p	SMC4	1.0	27	ASXL1	10.0	12	-22.43
hsa-miR-16-5p	SMC4	1.0	27	TRIM44	6.0	2	-14.43
hsa-miR-16-5p	SMC4	1.0	27	BDNF	0.0	19	-15.09
hsa-miR-16-5p	SMC4	1.0	27	SLC9A2	0.0	3	-17.59
hsa-miR-16-5p	SMC4	1.0	27	RAB11FIP2	2.0	4	-16.41
hsa-miR-16-5p	SMC4	1.0	27	HSPA4L	2.0	5	-13.84
hsa-miR-16-5p	SMC4	1.0	27	PDCD1	0.1	3	-18.18
hsa-miR-16-5p	SMC4	1.0	27	ATP5A1	22.0	20	-16.31
hsa-miR-16-5p	SMC4	1.0	27	ZBTB2	2.0	1	-20.34
hsa-miR-16-5p	SMC4	1.0	27	EXD2	5.0	13	-18.48
hsa-miR-16-5p	SMC4	1.0	27	USP3	5.0	21	-13.91
hsa-miR-16-5p	SMC4	1.0	27	CCNT2	6.0	10	-22.01
hsa-miR-16-5p	SMC4	1.0	27	STX4	7.0	17	-11.27
hsa-miR-16-5p	SMC4	1.0	27	TTF2	1.0	7	-18.61
hsa-miR-16-5p	SMC4	1.0	27	IRAK1BP1	0.7	4	-14.8
hsa-miR-16-5p	SMC4	1.0	27	AP5Z1	4.0	7	-23.0
hsa-miR-16-5p	SMC4	1.0	27	YIPF2	15.0	12	-21.75
hsa-miR-16-5p	SMC4	1.0	27	INO80D	2.0	3	-16.77
hsa-miR-16-5p	SMC4	1.0	27	GPATCH8	4.0	10	-19.3
hsa-miR-16-5p	SMC4	1.0	27	NCKAP5L	2.0	5	-18.33
hsa-miR-16-5p	SMC4	1.0	27	RNF111	2.0	12	-13.24
hsa-miR-16-5p	SMC4	1.0	27	ATP5G3	6.0	5	-17.4
hsa-miR-16-5p	SMC4	1.0	27	ASGR2	0.1	6	-14.51
hsa-miR-16-5p	SMC4	1.0	27	TIA1	12.0	20	-11.91
hsa-miR-16-5p	SMC4	1.0	27	YWHAH	21.0	6	-12.18
hsa-miR-16-5p	SMC4	1.0	27	PRPF8	15.0	14	-13.37
hsa-miR-16-5p	SMC4	1.0	27	IPO11	1.0	14	-15.0
hsa-miR-16-5p	SMC4	1.0	27	SF3B3	5.0	15	-19.44
hsa-miR-16-5p	SMC4	1.0	27	GGA3	7.0	23	-16.21
hsa-miR-16-5p	SMC4	1.0	27	MTOR	4.0	7	-15.77
hsa-miR-16-5p	SMC4	1.0	27	TCF3	5.0	20	-16.13
hsa-miR-16-5p	SMC4	1.0	27	HNRNPA2B1	63.0	8	-16.98
hsa-miR-16-5p	SMC4	1.0	27	NMD3	8.0	10	-13.06
hsa-miR-16-5p	SMC4	1.0	27	TOMM34	8.0	1	-18.49
hsa-miR-16-5p	SMC4	1.0	27	ABL2	2.0	11	-16.85
hsa-miR-16-5p	SMC4	1.0	27	TLL1	0.2	6	-15.95
hsa-miR-16-5p	SMC4	1.0	27	DNAJC1	14.0	5	-16.74
hsa-miR-16-5p	SMC4	1.0	27	ALG3	8.0	14	-20.76
hsa-miR-16-5p	SMC4	1.0	27	PSKH1	10.0	3	-17.5
hsa-miR-16-5p	SMC4	1.0	27	TXNL1	4.0	11	-13.9
hsa-miR-16-5p	SMC4	1.0	27	TTLL12	7.0	4	-24.35
hsa-miR-16-5p	SMC4	1.0	27	RPS6KA3	4.0	6	-17.39
hsa-miR-16-5p	SMC4	1.0	27	LATS1	2.0	7	-16.16
hsa-miR-16-5p	SMC4	1.0	27	EIF4G3	3.0	13	-17.45
hsa-miR-16-5p	SMC4	1.0	27	TMEM126A	10.0	6	-12.89
hsa-miR-16-5p	SMC4	1.0	27	GNAT1	0.0	5	-15.37
hsa-miR-16-5p	SMC4	1.0	27	SLC16A3	0.6	22	-21.51
hsa-miR-16-5p	SMC4	1.0	27	LARP4	4.0	21	-22.02
hsa-miR-16-5p	SMC4	1.0	27	IRS4	0.0	1	-16.21
hsa-miR-16-5p	SMC4	1.0	27	THEM4	4.0	5	-12.21
hsa-miR-16-5p	SMC4	1.0	27	AXIN2	1.0	9	-14.37
hsa-miR-16-5p	SMC4	1.0	27	DDN	0.0	1	-13.97
hsa-miR-16-5p	SMC4	1.0	27	NFKB1	5.0	12	-25.46
hsa-miR-16-5p	SMC4	1.0	27	ANKMY1	1.0	24	-15.38
hsa-miR-16-5p	SMC4	1.0	27	RPRD2	4.0	4	-13.6
hsa-miR-16-5p	SMC4	1.0	27	ZNF275	3.0	3	-13.05
hsa-miR-16-5p	SMC4	1.0	27	CDCA4	1.0	2	-14.78
hsa-miR-16-5p	SMC4	1.0	27	LIMA1	6.0	16	-13.68
hsa-miR-16-5p	SMC4	1.0	27	SOCS5	2.0	2	-19.05
hsa-miR-16-5p	SMC4	1.0	27	ZRANB1	2.0	2	-19.14
hsa-miR-16-5p	SMC4	1.0	27	TUBB	40.0	4	-14.41
hsa-miR-16-5p	SMC4	1.0	27	TGFBR3	4.0	11	-21.17
hsa-miR-16-5p	SMC4	1.0	27	PLEC	10.0	15	-24.82
hsa-miR-16-5p	SMC4	1.0	27	PIM1	7.0	3	-21.14
hsa-miR-16-5p	SMC4	1.0	27	DNAJC2	3.0	11	-16.07
hsa-miR-16-5p	SMC4	1.0	27	KIF23	0.2	13	-12.95
hsa-miR-16-5p	SMC4	1.0	27	DOCK9	2.0	17	-15.91
hsa-miR-16-5p	SMC4	1.0	27	YTHDC1	9.0	7	-14.45
hsa-miR-16-5p	SMC4	1.0	27	CYCS	6.0	4	-13.28
hsa-miR-16-5p	SMC4	1.0	27	ALDH18A1	19.0	5	-13.13
hsa-miR-16-5p	SMC4	1.0	27	HMBOX1	2.0	16	-17.35
hsa-miR-16-5p	SMC4	1.0	27	RIF1	2.0	12	-17.87
hsa-miR-16-5p	SMC4	1.0	27	BCL2	0.7	4	-18.75
hsa-miR-16-5p	SMC4	1.0	27	PPP6C	9.0	4	-13.95
hsa-miR-16-5p	SMC4	1.0	27	TAOK1	2.0	6	-20.11
hsa-miR-16-5p	SMC4	1.0	27	DCAF7	7.0	6	-18.91
hsa-miR-16-5p	SMC4	1.0	27	TPM3	10.0	23	-19.05
hsa-miR-16-5p	SMC4	1.0	27	ABHD2	12.0	11	-20.05
hsa-miR-16-5p	SMC4	1.0	27	OGDH	9.0	10	-17.04
