Gene ID	Gene Name	HUP-T4	KLM-1	MIA Paca-2	PK-45H	PK-45P	PK-59	PK-8	TCC-PAN2	YAPC
ENSG00000213630	BOLA3P3		0.1	0.2		0.1				
ENSG00000213638	ADAT3	1	1	1	2	1	0.7	0.7	0.7	0.7
ENSG00000213639	PPP1CB	33	34	37	29	23	31	31	30	29
ENSG00000213640	EEF1DP4			0.1		0.1				
ENSG00000213654	GPSM3	0.8	3	0.4	3	2	4	2	1	36
ENSG00000213657	RP11-346D6.4		0.5		0.1		0.1			0.2
ENSG00000213658	LAT	0.1	0.2	0.1	0.1	0.2	0.2	0.3	0.3	
ENSG00000213671	OLA1P2	0.1		0.1	0.1	0.1	0.1	0.1	0.1	0.2
ENSG00000213672	NCKIPSD	11	11	5	12	5	14	26	7	8
ENSG00000213676	ATF6B	36	29	27	24	20	21	25	26	62
ENSG00000213683	AC002056.3	0.1	0.2	0.2	0.2	0.1	0.1		0.1	
ENSG00000213689	TREX1	0.6	0.8	0.2	0.6	0.3	0.6	0.9	0.4	0.3
ENSG00000213693	SEC14L1P1	0.6	0.7	0.4	0.7	0.1	0.5	0.3	0.2	0.3
ENSG00000213694	S1PR3	0.5	2	0.1	0.3	0.3		0.4		0.4
ENSG00000213695	RPS7P14			0.1		0.1		0.1		
ENSG00000213697	CTBP2P6		0.6							
ENSG00000213699	SLC35F6	14	22	24	13	12	13	17	15	17
ENSG00000213700	RPL17P50	0.1	0.2	0.6	0.9	0.7	0.2		0.2	0.6
ENSG00000213703	RP5-849H19.2				0.1					
ENSG00000213706	AL590762.7		0.1				0.1			0.2
ENSG00000213707	HMGB1P10			0.1	0.1	0.1		0.2		
ENSG00000213711	PHBP7			0.1						
ENSG00000213713	PIGCP1	3	4	3	7	4	2	3	2	2
ENSG00000213714	FAM209B	0.1	0.1			0.2	0.3	0.5	0.4	0.1
ENSG00000213717	AC004692.5			0.1		0.1				
ENSG00000213719	CLIC1	190	158	257	214	356	261	217	631	424
ENSG00000213722	DDAH2	16	6	18	14	6	19	6	48	31
ENSG00000213724	PRDX2P2	0.1	0.1		0.1		0.2	0.1	0.1	0.1
ENSG00000213729	AC098828.3		0.1				0.1		0.1	0.1
ENSG00000213730	POLD2P1		1							0.1
ENSG00000213731	RAB5CP1	0.1			0.1					
ENSG00000213740	SERBP1P1	2	2	4	1	2	2	2	2	0.8
ENSG00000213741	RPS29	14	21	37	10	8	27	58	24	22
ENSG00000213742	ZNF337-AS1	0.3	0.4	0.5	0.5	0.5	0.6	0.8	0.9	0.2
ENSG00000213753	CENPBD1P1	3	5	6	5	6	8	3	4	4
ENSG00000213754	RP11-284B18.3	0.2			0.2			0.1		
ENSG00000213755	RP11-342F17.1			0.1	0.1					0.1
ENSG00000213757	CTC-451P13.1	0.1		1		0.1		0.7	0.1	0.2
ENSG00000213759	UGT2B11	0.1								
ENSG00000213760	ATP6V1G2	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.2	0.3
ENSG00000213761	MT1P1	0.1	0.4	0.2	0.2	0.4	0.7	0.1	0.1	
ENSG00000213762	ZNF134	4	5	5	4	5	5	5	4	4
ENSG00000213772	EIF1P7		0.1		0.1	0.1				
ENSG00000213777	CTD-2224J9.8	0.1				0.1		0.1	0.1	
ENSG00000213779	RP11-452G18.1		0.4		0.1		0.2	0.2	0.1	
ENSG00000213780	GTF2H4	1	1	3	1	1	1	2	2	0.7
ENSG00000213781	PSMC1P2				0.1					
ENSG00000213782	DDX47	0.7	0.8	0.5	2	0.5	0.3	0.4	0.3	0.1
ENSG00000213786	NHP2P2		0.4							
ENSG00000213790	OLA1P1	0.3	0.5	2	0.6	0.6	0.6	0.2	0.4	0.5
ENSG00000213791	RP11-941H19.2		0.1							
ENSG00000213793	ZNF888	2	2	0.1	0.7	1	2	2	1	0.6
ENSG00000213799	ZNF845	3	3	3	3	3	5	3	3	1
ENSG00000213801	ZNF321P	1	1	0.4	0.5	0.7	0.9	1	0.9	0.4
ENSG00000213809	KLRK1	0.1	0.1			0.1		0.1		
ENSG00000213822	CEACAM18								0.1	
ENSG00000213830	CFL1P5	0.3	0.6	0.3	0.6	0.3	0.2	0.5	0.1	0.4
ENSG00000213839	TMX2P1	4	6	4	6	8	2	5	2	2
ENSG00000213842	SUGT1P2				0.1			0.1		
ENSG00000213846	AC098614.2	1	4	5	2	0.3	0.6	0.6	1	0.9
ENSG00000213853	EMP2	17	18	6	5	24	2	45	12	25
ENSG00000213854	CNN2P6		0.1							
ENSG00000213856	VDAC1P2	0.2	0.2	0.4	0.1	0.3		0.1	0.2	0.2
ENSG00000213859	KCTD11	3	10	1	7	8	7	11	2	7
ENSG00000213862	CTD-2270N23.1			0.1						
ENSG00000213865	C8orf44	0.7	1	0.9	1	1	1	0.6	1	0.7
ENSG00000213866	YBX1P10	2	2	2	3	1	1	1	1	0.7
ENSG00000213871	TAF9BP1		0.1							
ENSG00000213872	AC092798.2		0.1		0.1	0.1	0.1			
ENSG00000213876	RPL7AP64		0.2							
ENSG00000213881	NPM1P6	0.1	0.2	0.2	0.3	0.2	0.1	0.1	0.1	0.1
ENSG00000213885	RPL13AP7	0.1	0.1	0.3	0.1		0.2		0.1	
ENSG00000213886	UBD	0.9	2		0.2		4			16
ENSG00000213888	LINC01521	0.9	0.9	2	2	0.8	0.8	1	0.6	0.6
ENSG00000213889	PPM1N	0.8	1	0.6	2	2	2	2	3	0.6
ENSG00000213901	SLC23A3	0.6	0.2	0.2	0.6	0.2	0.5	0.1	0.3	0.2
ENSG00000213903	LTB4R	0.9	3	3	5	4	3	3	4	1
ENSG00000213904	LIPE-AS1	0.1	0.1	0.5	0.1	0.3	0.2	0.2	0.1	0.1
ENSG00000213906	LTB4R2	0.6	1	1	2	2	2	2	1	0.4
ENSG00000213918	DNASE1	1	1	0.8	2	3	1	2	2	2
ENSG00000213920	MDP1	0.5	1	0.8	1	1	1	2	0.8	2
ENSG00000213923	CSNK1E	17	14	18	23	18	18	21	11	14
ENSG00000213925	NPM1P33				0.1					
ENSG00000213928	IRF9	2	0.6	0.5	0.7	0.2	0.4	0.4	0.3	2
ENSG00000213930	GALT	5	6	2	4	3	2	5	2	5
ENSG00000213931	HBE1			0.1	0.2					
ENSG00000213937	CLDN9	2	8	0.3	0.8	5	5	0.3	1	11
ENSG00000213938	SEPHS1P6					0.1				
ENSG00000213939	RP11-314A20.1	0.2	1	0.6	0.1	0.2	0.2	0.7	0.2	0.1
ENSG00000213940	RP11-94D20.1				0.1					
ENSG00000213942	RP1-102E24.1	0.1	0.2		0.2	0.1	0.1	0.1	0.1	0.2
ENSG00000213949	ITGA1	0.3	0.5		2	3	0.2	0.3	0.6	0.1
ENSG00000213956	RP11-269M20.1									0.1
ENSG00000213963	AC074286.1	0.2	0.1	0.5	0.4	0.3	0.1	0.1	0.2	0.2
ENSG00000213964	CHCHD4P4			0.1				0.1		
ENSG00000213965	NUDT19	5	7	21	9	10	16	8	13	19
ENSG00000213967	ZNF726	0.1			0.1	0.2	0.1	0.2	0.6	0.6
ENSG00000213970	RP11-264F23.1	0.1	0.1	0.2	0.1		0.1	0.1		
ENSG00000213971	RP11-15H20.6	0.4	0.5	0.5	0.2	0.1	0.1	0.6	0.2	0.6
ENSG00000213976	CTD-2561J22.2	0.1		0.2	0.3	0.3		0.2	0.1	0.1
ENSG00000213977	TAX1BP3	37	28	26	32	22	24	38	15	23
ENSG00000213981	AC007277.3	0.1		0.1	0.1	0.1	0.1			
ENSG00000213983	AP1G2	12	9	4	6	5	9	7	4	17
ENSG00000213985	AC078899.1	0.9	1	2	1	0.7	0.7	0.8	1	0.6
ENSG00000213988	ZNF90	0.1	0.1		1	0.1		1	0.7	
ENSG00000213994	RP11-414H17.5	0.1	0.1		0.3	0.1		0.1	0.1	
ENSG00000213995	CARKD	13	23	8	12	19	22	9	35	18
ENSG00000213996	TM6SF2		0.2						0.2	0.1
ENSG00000213997	PGAM1P7	0.2	2	0.2	0.8	0.9	0.5	0.5	0.1	0.2
ENSG00000213999	MEF2B	0.2	0.1	0.1	0.2	0.2	0.1	0.1	0.3	0.1
ENSG00000214013	GANC	2	1	2	0.8	1	1	2	2	2
ENSG00000214016	RPSAP61	0.5	0.1	0.1	0.1	0.1	0.4	0.1	0.1	0.1
ENSG00000214018	RRM2P3	0.1	0.2							0.4
ENSG00000214021	TTLL3	2	0.5	0.6	2	0.3	0.8	0.7	0.7	0.5
ENSG00000214022	REPIN1	35	23	31	40	57	26	22	32	33
ENSG00000214026	MRPL23	4	1	1	2	2	1	6	5	3
ENSG00000214029	ZNF891	0.4	0.4	0.5	0.4	0.4	0.4	0.4	0.4	0.4
ENSG00000214031	RP11-169L17.3				0.1					
ENSG00000214041	PGAM1P4			0.1						0.1
ENSG00000214046	SMIM7	4	3	4	4	5	9	4	7	8
ENSG00000214047	RPS11P7									0.1
ENSG00000214049	UCA1	71	37	27	0.1	0.1	117	1	2	1
ENSG00000214050	FBXO16	0.3	0.7	0.7	0.4	0.3	0.4	0.2	0.1	0.5
ENSG00000214062	RPL7P17				0.1			0.1		
ENSG00000214063	TSPAN4	4	2	6	13	17	18	9	37	2
ENSG00000214076	CPSF1P1		0.5	0.3			0.1			0.1
ENSG00000214077	GNAQP1	0.3			0.1	0.4	0.1	0.1	0.1	
ENSG00000214078	CPNE1	48	76	10	70	79	94	135	35	71
ENSG00000214081	CYP4F30P		0.1							
ENSG00000214087	ARL16	11	10	5	9	5	9	10	18	10
ENSG00000214093	RP11-247I13.3	0.1		0.1	0.1	0.1				0.1
ENSG00000214100	AC079776.2		0.1							
ENSG00000214102	WEE2					0.1				
ENSG00000214106	PAXIP1-AS2	1	1	2	2	1	1	1	1	2
ENSG00000214108	TPT1P5		0.1		0.1	0.3		0.1		
ENSG00000214110	LDHAP4	11	7	7	7	11	9	8	0.2	5
ENSG00000214111	RP1-258N20.3		0.2							
ENSG00000214113	LYRM4	2	2	2	2	2	2	1	3	1
ENSG00000214114	MYCBP	8	15	10	8	7	7	8	6	13
ENSG00000214121	PRDX1P1		0.1			0.1		0.1		
ENSG00000214128	TMEM213									0.1
ENSG00000214135	AC024560.3	4	5	6	6	5	4	5	9	4
ENSG00000214140	PRCD		0.1	0.1						0.1
ENSG00000214142	RPL7P60			0.1						
ENSG00000214145	LINC00887	0.2	0.1	0.1	0.1	0.5	0.2	0.1	0.2	0.1
ENSG00000214146	RP11-699L21.1		0.4			0.1		0.1	0.1	0.1
ENSG00000214160	ALG3	19	25	21	16	17	16	26	37	17
ENSG00000214174	AMZ2P1	1	1	1	1	0.5	0.7	0.5	1	2
ENSG00000214176	PLEKHM1P	7	2	0.9	1	1	3	2	5	3
ENSG00000214182	PTMAP5	2	0.8	3	2	2	2	1	0.9	0.8
ENSG00000214184	GCC2-AS1	0.3	0.3	0.3	0.5	0.5	1	0.6	0.2	0.3
ENSG00000214185	XPOTP1			0.1		0.1	0.1			
ENSG00000214188	ST7-OT4			0.1	0.1	0.1	0.1			
ENSG00000214189	ZNF788	0.1	0.1	0.1	0.7	0.4	0.1	2	0.7	0.3
ENSG00000214190	RNF152P1			0.1		0.1		0.1		
ENSG00000214192	UBE2V1P2	0.2	0.5	0.4	0.6	0.3	0.7	0.3	0.6	0.2
ENSG00000214193	SH3D21	3	4	2	5	1	10	2	5	1
ENSG00000214194	LINC00998	9	20	8	17	19	6	18	13	14
ENSG00000214195	HMGN2P31				0.1					
ENSG00000214198	TTC41P	0.1	0.2	0.1	0.1		0.1	0.1	0.1	0.1
ENSG00000214199	EEF1A1P12	0.1	0.1	0.2		0.1		0.1	0.1	0.2
ENSG00000214203	RPS4XP1			0.1		0.1	0.1	0.1		
ENSG00000214207	KRT18P10			0.1						
ENSG00000214210	RP11-208P4.1	0.1	0.1	0.1	0.1	0.1		0.1		0.1
ENSG00000214212	C19orf38	0.1	0.1	0.2	0.1		0.2	0.1	0.1	0.2
ENSG00000214215	C12orf74	0.1								
ENSG00000214216	IQCJ			0.1						
ENSG00000214222	TUBBP2	0.1					0.1			
ENSG00000214223	HNRNPA1P10	0.2	0.3	1	0.4	0.6	0.1	1	0.1	0.7
ENSG00000214226	C17orf67	0.8	0.6	0.9	2	3	1	1	1	0.9
ENSG00000214237	RP11-166N6.1					0.2		0.1	0.1	0.1
ENSG00000214243	AC004980.10	0.1	0.1	0.2	0.2	0.8		0.6	0.5	0.2
ENSG00000214248	CTD-3193O13.12	0.1	0.1	0.1	0.1		0.1	0.1	0.1	0.1
ENSG00000214253	FIS1	17	18	15	23	42	28	32	41	50
ENSG00000214255	RPS2P6			0.1						
ENSG00000214263	RPSAP53				0.1			0.2		0.1
ENSG00000214264	KCTD9P4		0.1	0.2	0.2	0.2	0.2	0.1	0.1	
ENSG00000214273	AGGF1P1	0.2	0.3	0.6	0.2		0.3	0.2	0.1	0.5
ENSG00000214274	ANG	0.2	1	0.7	0.6	0.6	0.3	0.1	0.4	0.6
ENSG00000214279	SCART1	0.7	0.2	0.1	0.2	0.1	0.2	0.2	0.2	0.2
ENSG00000214280	RP11-553K23.2	0.1	0.2							0.3
ENSG00000214282	KRT8P14		0.1	0.1	0.1		0.2	0.1		0.2
ENSG00000214288	HMGB3P13								0.1	
ENSG00000214289	RPL39P5	0.2	0.2		0.1	0.1	0.1		0.1	0.1
ENSG00000214290	COLCA2	11	0.6		0.1	0.6		0.5	0.3	3
ENSG00000214293	APTR	2	2	3	3	3	2	2	4	4
ENSG00000214295	FOXO1B		0.1							
ENSG00000214298	MRPS21P6		0.1				0.1			
ENSG00000214300	SPDYE3	2	1	4	3	2	2	2	3	2
ENSG00000214305	Metazoa_SRP	0.4	0.5	0.3	0.3	0.6	0.6	0.4	0.6	0.2
ENSG00000214309	MBLAC1	0.3	0.9	1	1	1	0.4	1	0.9	0.8
ENSG00000214313	AZGP1P1								0.2	
ENSG00000214318	ATP5G1P6	0.1	0.2			0.1	0.3	0.8	0.4	
ENSG00000214331	RP11-252A24.2	0.6	0.7	1	1	0.8	0.7	3	1	0.6
ENSG00000214336	FOXI3	0.1	0.2		0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000214353	VAC14-AS1	0.1	0.1	0.1	0.3	0.2		0.1	0.1	0.5
ENSG00000214357	NEURL1B	2	5	8	6	5	0.5	1	0.6	5
ENSG00000214359	RPL18P10				0.1	0.1		0.1	0.2	
ENSG00000214360	EFCAB9		0.1					0.1		
ENSG00000214367	HAUS3	2	3	3	5	3	3	1	2	3
ENSG00000214369	AC009967.3	0.1	0.1	0.2			0.1	0.3	0.1	0.1
ENSG00000214376	VSTM5	2	0.2				0.1		0.1	1
ENSG00000214380	RP11-457K10.2			0.2						
ENSG00000214389	RPS3AP26	0.4	0.7	0.6	0.2	0.3	0.3	0.6	0.4	1
ENSG00000214391	TUBAP2		0.1	0.1	0.1		0.1	0.1	0.2	0.1
ENSG00000214401	KANSL1-AS1	0.4	0.4	0.3	0.5	0.4	0.3	0.7	0.3	0.7
ENSG00000214402	LCNL1			0.1		0.1	0.1			
ENSG00000214407	RP11-221J22.1				0.1					
ENSG00000214413	BBIP1	1	2	1	2	1	2	1	1	2
ENSG00000214417	KRT18P13						0.1			
ENSG00000214425	LRRC37A4P	6	2	4	4	4	1	4	2	4
ENSG00000214429	CYCSP6						1			
ENSG00000214432	AC068831.10	0.1	0.1	0.1	0.1	0.1		0.1	0.1	0.1
ENSG00000214433	GOLGA2P8	0.3	0.1		0.1		0.3	0.3	0.1	0.6
ENSG00000214435	AS3MT	0.2	0.2	0.6	0.4	0.2			0.1	0.9
ENSG00000214439	FAM185BP	0.2	0.2	0.6	0.4	0.6	0.6	0.7	0.1	0.2
ENSG00000214455	RCN1P2	2	8	8	12	19	11	2	6	12
ENSG00000214456	PLIN5	0.7	0.1							0.1
ENSG00000214465	SMARCE1P6								0.1	
ENSG00000214485	RPL7P1	0.1	0.9	0.7	0.3	0.3	0.3	0.3	0.3	0.5
ENSG00000214491	SEC14L6		0.4					0.1	0.7	0.1
ENSG00000214510	SPINK13		0.1						0.4	0.1
ENSG00000214511	HIGD1C							0.1		
ENSG00000214514	KRT42P	0.1	0.1		0.1		0.1	0.1		0.1
ENSG00000214517	PPME1	8	10	10	16	8	5	12	8	17
ENSG00000214525	AC130709.1				0.1					
ENSG00000214530	STARD10	12	8	3	5	2	8	10	3	54
ENSG00000214534	ZNF705E								0.1	
ENSG00000214535	RPS15AP1	6	5	12	3	6	14	4	9	6
ENSG00000214546	AC087491.2	0.1	0.1	0.2	0.1			0.1	0.2	
ENSG00000214548	MEG3						0.1			
ENSG00000214553	LRRC37A11P		0.1							
ENSG00000214558	RP11-74E24.2	0.2	0.2	0.2	0.1	0.1		0.2		0.1
ENSG00000214559	RP11-323J4.1	0.1	0.2	0.3	0.1	0.1		0.4	0.1	0.1
ENSG00000214562	NUTM2D	0.1	0.3	0.1	0.1	0.3	0.3	0.1	0.4	0.4
ENSG00000214575	CPEB1		0.1							
ENSG00000214578	HMGN2P15		0.1		0.5			0.2	0.1	
ENSG00000214593	RP11-65N13.6		0.1					0.2		
ENSG00000214595	EML6	0.1	0.2	0.4	1	0.3	0.1	0.1	0.2	0.1
ENSG00000214617	SLC6A10P			0.1	0.2		0.1	0.1		
ENSG00000214650	RP11-83B20.1	0.2	0.1	0.1	0.5	0.1	0.1	0.1	0.3	0.1
ENSG00000214653	HNRNPA3P3							0.1		
ENSG00000214654	RP11-27I1.4	3	4	4	2	3	3	0.9	1	3
ENSG00000214655	ZSWIM8	7	5	5	12	6	5	4	4	9
ENSG00000214659	KRT8P26				0.1					
ENSG00000214676	RPL9P16				0.1					
ENSG00000214691	AC104654.1		0.1						0.2	0.1
ENSG00000214694	ARHGEF33		0.2							
ENSG00000214700	C12orf71			0.1			0.1		0.1	
ENSG00000214706	IFRD2	26	22	20	28	20	42	22	37	15
ENSG00000214708	AC090616.2	0.1	0.1	0.4	0.1	0.3	0.1	0.1	0.1	0.3
ENSG00000214711	CAPN14		0.1					0.1		0.1
ENSG00000214717	ZBED1	4	10	6	3	4	14	9	3	13
ENSG00000214719	AC005562.1	0.1	0.3	0.5	0.5	0.4	0.3	0.2	0.2	0.3
ENSG00000214725	CDIPT-AS1	0.1	0.2	0.1	0.3				0.1	0.1
ENSG00000214733	RP11-429J17.8	0.5	0.2			0.1	0.3	2	0.2	1
ENSG00000214748	RP11-332E4.1			2						
ENSG00000214753	HNRNPUL2	23	8	20	18	13	15	22	19	11
ENSG00000214756	METTL12	2	2	1	1	0.4	0.7	2	1	0.6
ENSG00000214759	CTD-2509G16.1		0.1							
ENSG00000214765	SEPT7P2	1	2	2	2	2	2	1	2	2
ENSG00000214770	RP11-544I20.2	0.1	0.3	0.1	0.2	0.2	0.2	0.4	0.2	0.2
ENSG00000214772	RP11-174G6.1	0.1	1	0.2	0.3		0.1	0.1	0.1	0.1
ENSG00000214776	RP11-726G1.1	0.4	0.3	0.2	0.9	0.2	0.1	0.1	0.1	0.2
ENSG00000214783	POLR2J4	0.1	0.3	0.1	0.2	0.5	0.2	0.1	0.3	0.2
ENSG00000214784	AC010468.1		0.1						0.2	0.1
ENSG00000214787	MS4A4E	0.3	4	0.1	0.6	0.6	0.3	0.8	0.6	0.4
ENSG00000214796	RP11-480I12.5	0.7	2	0.9	0.7	0.1	0.5	2	0.3	2
ENSG00000214803	RP11-37N22.1	0.1	0.4	0.1	0.1	0.1	0.1	0.1	0.1	0.4
ENSG00000214814	FER1L6	8			0.3		0.1	0.1		0.3
ENSG00000214815	AC008265.2					0.3				
ENSG00000214820	MPRIPP1	2	0.5	0.5	0.9	1	0.6	0.7	1	0.1
ENSG00000214826	DDX12P	3	5	2	7	3	2	3	2	2
ENSG00000214827	MTCP1	1	0.6	0.5	3	0.8	0.3	0.8	0.5	0.4
ENSG00000214832	UPF3AP2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	
ENSG00000214835	RPL23AP6								0.1	
ENSG00000214837	LINC01347	0.3	0.5	0.4	0.6	0.3	0.2	0.3	0.3	0.3
ENSG00000214846	RP11-115L11.1									0.4
ENSG00000214851	LINC00612						0.1			
ENSG00000214856	KRT16P1	0.1								
ENSG00000214857	SHFM1P1		0.2							0.1
ENSG00000214860	EVPLL		0.2				0.1			
ENSG00000214867	SRSF9P1	0.2	0.1	0.2	0.2		0.1			0.4
ENSG00000214870	AC004540.5	0.1	0.2	0.1	1	3	0.1	0.1		0.7
ENSG00000214872	SMTNL1	0.2	0.3							0.1
ENSG00000214875	MED28P1			0.1	0.1	0.1	0.1			
ENSG00000214881	TMEM14DP	0.7	0.9	0.1	2	0.6	0.7	0.2	0.6	0.6
ENSG00000214888	XXyac-YM21GA2.7				0.1				0.1	0.2
ENSG00000214894	LINC00243	0.1	0.2		0.2	0.2	0.2	0.1		0.2
ENSG00000214900	LINC01588	0.3	0.7	2	0.3	0.3	0.7	0.4	0.8	0.8
ENSG00000214914	RPL23AP3								0.1	
ENSG00000214915	XX-FW80269A6.1				0.1					0.1
ENSG00000214919	RP11-674E16.4	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000214922	HLA-F-AS1	1	0.2	0.1	0.7	1	0.6	0.3	0.5	0.2
ENSG00000214940	NPIPA8		0.3	0.1	0.1	0.2	0.1	0.1		0.1
ENSG00000214941	ZSWIM7	4	4	4	4	3	3	2	2	3
ENSG00000214942	AC113167.1			0.1						
ENSG00000214944	ARHGEF28	3	2	1	9	3	3	2	3	2
ENSG00000214954	LRRC69	0.3	0.2		0.1	0.1	0.1	0.2	0.2	0.1
ENSG00000214955	AP000318.2		0.1	0.1	0.2	0.1	0.1		0.1	
ENSG00000214960	ISPD	0.5	2	0.4	2	1	1	0.2	1	0.8
ENSG00000214961	RP11-355K23B.1	0.1	0.1	0.1			0.1			0.1
ENSG00000214967	NPIPA7	0.3	0.1	0.4	0.2	0.4	0.2	0.4	0.5	0.1
ENSG00000214973	CHCHD3P3	0.3	0.5	2	0.5	0.9	0.3	0.5	0.5	0.6
ENSG00000214975	PPIAP29	0.1	0.5	0.7	0.2	0.6	0.2	0.4	0.3	0.6
ENSG00000214999	AC129492.6	0.1	0.9		0.1		1	0.1		0.1
ENSG00000215002	RPL23AP59				0.1					
ENSG00000215003	RPL15P20							0.1		
ENSG00000215006	CHCHD2P2	0.1	0.2	0.3	0.1	0.2			0.2	1
ENSG00000215007	DNAJA1P3									0.1
ENSG00000215009	ACSM4		0.1		1	2	0.2			0.1
ENSG00000215012	C22orf29	5	14	6	7	5	6	6	4	12
ENSG00000215014	RP5-832C2.5	0.3	0.2	0.6	0.3	0.2	0.2	0.4	0.3	0.2
ENSG00000215016	RPL24P7			0.1						
ENSG00000215018	COL28A1	0.1	0.5		0.1			0.1	0.4	0.1
ENSG00000215021	PHB2	56	113	197	137	77	54	103	74	52
ENSG00000215022	RP1-257A7.4	0.1	0.1	0.1		0.1		0.2	0.2	
ENSG00000215023	AC114730.5		0.1			0.1			0.1	0.1
ENSG00000215030	RPL13P12	0.5	0.6	56	34	63	0.5	2	1	0.9
ENSG00000215032	GNL3LP1	0.2	0.2	0.4	0.6	0.3	0.2	0.4	0.2	0.3
ENSG00000215039	CD27-AS1	3	5	4	6	4	0.9	4	3	3
ENSG00000215041	NEURL4	5	6	6	8	5	6	7	4	4
ENSG00000215045	GRID2IP	0.3	0.3	0.1		0.1	0.1	0.1		0.5
ENSG00000215049	PRDX2P1			0.1						
ENSG00000215067	ALOX12-AS1	0.7	0.5	1	1	0.9	0.7	0.8	0.7	0.4
ENSG00000215068	AC025171.1	1	2	0.5	4	1	0.7	1	0.9	1
ENSG00000215086	NPM1P24		0.1	0.1			0.1			0.1
ENSG00000215088	RPS5P3			0.1						
ENSG00000215089	KRT18P11			0.3						
ENSG00000215094	RP11-244K5.7					0.1				
ENSG00000215097	DUSP8P3				0.1				0.1	
ENSG00000215102	TERF1P4		0.1		0.1		0.2			
ENSG00000215105	TTC3P1	0.5	0.1	1	0.5	0.2	0.1	0.7	0.2	0.1
ENSG00000215114	UBXN2B	4	9	7	7	4	6	5	2	10
ENSG00000215124	AMD1P4	0.1			0.1		0.1		0.1	
ENSG00000215126	CBWD7	0.1	0.3	0.1	0.2	0.2	0.1	0.2	0.2	0.1
ENSG00000215131	C16orf90	0.1			0.1					
ENSG00000215146	RP11-313J2.1			1	0.4	0.4			0.9	
ENSG00000215148	PRSS41	0.1	0.1				0.2		0.4	0.1
ENSG00000215154	AC141586.5	2	2	2	2	4	3	3	5	1
ENSG00000215158	RP11-1023L17.1	0.4	0.8	0.4	1	0.4	0.6	0.6	0.7	0.3
ENSG00000215160	OR7E122P		0.4				0.1			0.1
ENSG00000215182	MUC5AC	108			1	3	0.2	3	31	19
ENSG00000215184	RP11-8L18.2			0.1				0.1		
ENSG00000215187	FAM166B	0.1	0.1	0.1	0.1	0.3		0.1	0.1	0.1
ENSG00000215190	LINC00680	3	2	2	3	2	2	2	5	2
ENSG00000215193	PEX26	4	2	4	3	3	3	4	3	5
ENSG00000215196	AC091878.1		0.2	0.1	0.1			0.1		
ENSG00000215197	PGAM4P1			0.1						
ENSG00000215199	YWHAZP6							0.1		
ENSG00000215210	RBMXP2	0.1	0.1		0.2	0.1				0.1
ENSG00000215217	C5orf49									3
ENSG00000215218	UBE2QL1						0.1			
ENSG00000215221	UBA52P6						0.8			
ENSG00000215236	RPL7P33			0.1						
ENSG00000215237	RP11-54D18.2		0.4	0.1						
ENSG00000215241	RP11-266K4.9	0.8	0.8	0.4	2	2	0.7	0.7	2	2
ENSG00000215246	RP11-43F13.3	0.1	0.2		0.2	0.1	0.2			0.3
ENSG00000215251	FASTKD5	6	10	13	10	6	11	10	6	6
ENSG00000215252	GOLGA8B	3	2	0.8	5	2	2	3	3	2
ENSG00000215256	DHRS4-AS1	4	2	4	4	4	6	2	3	5
ENSG00000215267	AKR1C7P		0.3		0.9	2	0.4	0.1	0.1	0.5
ENSG00000215268	LA16c-60G3.8			0.1						
ENSG00000215270	LA16c-60H5.7	0.2	0.3		0.1	0.5		0.4		0.5
ENSG00000215271	HOMEZ	3	4	4	3	3	2	3	1	5
ENSG00000215274	GAGE10					0.1				
ENSG00000215277	RNF212B		0.1	0.1						0.1
ENSG00000215283	HMGB3P24	0.1	0.2	0.1	0.1	0.3		0.2		0.1
ENSG00000215284	RP11-198M15.1	0.1	0.2	0.1	0.1	0.2				
ENSG00000215296	TMCO5B		0.1							
ENSG00000215301	DDX3X	38	53	51	51	53	59	37	29	43
ENSG00000215302	CTD-3092A11.1	0.3	0.2	0.2	0.5	0.4	0.3	0.2	0.6	0.6
ENSG00000215304	RP13-395E19.3			0.2	0.1	0.1			0.1	
ENSG00000215305	VPS16	5	10	12	16	8	10	14	8	6
ENSG00000215325	ASS1P10		0.1		0.2	0.1			0.1	0.2
ENSG00000215347	SLC25A5P1	0.4	0.2			0.7		0.5	0.1	0.1
ENSG00000215349	MRPL3P1	0.1	0.1	0.1		0.1	0.1		0.1	
ENSG00000215374	FAM66B		0.2	0.1	0.1	0.1			0.1	0.3
ENSG00000215375	MYL5	1	1	2	2	0.4	0.9	0.9	1	2
ENSG00000215381	RP5-1057J7.1		0.1							
ENSG00000215386	MIR99AHG		0.1							
ENSG00000215388	ACTG1P3	0.1	0.2		0.4	0.1	0.1	0.2	0.2	0.1
ENSG00000215398	RP11-754I20.1		0.1							
ENSG00000215399	HMGB3P7		0.1							
ENSG00000215414	PSMA6P1	0.1	0.2	0.4	0.4	0.3	0.3	0.5	0.4	0.4
ENSG00000215417	MIR17HG	1	2	0.2	0.8	0.6	2	0.7	1	0.5
ENSG00000215421	ZNF407	2	1	2	0.8	1	2	1	0.7	1
ENSG00000215424	MCM3AP-AS1	1	0.5	1	0.9	0.8	0.4	1	0.6	0.5
